ID_EQUIP_CONFUSO,TEMP_VAL_RAW,PRES_PSI_RAW,STATUS_TXT,OP_GENERO_ERR,CONS_KWH_VAL
WEG-AUT-1057,71.95327005356225,6.697858688299924,Ativo,F,129.1093352265254
WEG-AUT-1058,78.67826602973743,5.761718757267584,Ativo,M,142.01775667495966
WEG-AUT-1059,85.44322383478477,6.199007967592696,Ocioso,F,119.54605413604521
WEG-AUT-1060,70.16867050262445,4.449429172442396,Manutenção,F,158.98234350111875
WEG-AUT-1061,73.25058074502992,7.046321456897513,Manutenção,M,94.13907283697947
WEG-AUT-1062,63.583482772936705,7.435266287252773,Ativo,M,130.40735180788653
WEG-AUT-1063,62.63983044715296,5.567073534033687,Manutenção,M,137.49792504331504
WEG-AUT-1064,83.73152113513908,5.5419409931366985,Manutenção,F,133.3701585240787
WEG-AUT-1065,89.44052029999364,6.572229521512868,Manutenção,F,116.93466410031527
WEG-AUT-1066,9999.0,5.588592369543166,Ativo,F,115.64337776983275
WEG-AUT-1067,85.73709542786625,6.1074143395238485,Ativo,M,126.66217756630886
WEG-AUT-1068,78.99717826300017,9.139610504833122,Manutenção,F,132.23631729978104
WEG-AUT-1069,68.4262425766462,5.854164018955605,Ativo,M,129.03710154423544
WEG-AUT-1070,78.99465385783834,5.698323787170289,Ativo,F,135.60086836190084
WEG-AUT-1071,9999.0,5.293441472110778,Ativo,M,104.71695064399897
WEG-AUT-1072,74.82382658934552,7.241868760099912,Ativo,M,116.58343531314549
WEG-AUT-1073,91.62875838604707,5.946286157494656,Ativo,M,105.89976101814369
WEG-AUT-1074,47.69267640705769,5.290877746350004,Ativo,F,114.20830835870788
WEG-AUT-1075,83.82997629593986,8.049825645182217,Ativo,F,135.2283133772146
WEG-AUT-1076,76.1139942165008,8.187444206319093,Ativo,M,121.61975881087844
WEG-AUT-1077,72.0604228201084,5.359407007965813,Ativo,M,159.10288744724653
WEG-AUT-1078,76.16348815362278,3.5868440680951377,Ativo,F,122.90109550784575
WEG-AUT-1079,54.33052639669063,7.6105191657716915,Ativo,M,120.89537820869604
WEG-AUT-1080,72.89344517770613,5.241518243935994,Ativo,F,121.59274379160324
WEG-AUT-1081,78.94968200087334,7.306875838827876,Manutenção,M,110.43286960710097
WEG-AUT-1082,90.71788746978592,3.441854655203431,Ativo,M,119.1324508143361
WEG-AUT-1083,69.7581627081267,7.449636273619033,Ativo,F,136.91682040667467
WEG-AUT-1084,66.71081716962154,4.504359299006906,Ativo,F,121.70956002191659
WEG-AUT-1085,69.93155104236237,7.2230697666931345,Manutenção,M,108.09810405174792
WEG-AUT-1086,84.81172223587178,6.2199822949710075,Ativo,M,106.12373069282047
WEG-AUT-1087,78.6518866514267,4.864484812844697,Ativo,F,113.24697162501235
WEG-AUT-1088,69.6375178604461,5.630149161902508,Ativo,M,121.10795151616321
WEG-AUT-1089,80.58930804769024,7.160845839739381,Ativo,F,137.90379803214392
WEG-AUT-1090,76.21931426815442,6.348252234361328,Manutenção,M,99.89267037950344
WEG-AUT-1091,85.37077240059534,,Manutenção,M,115.20260583166866
WEG-AUT-1092,67.8284425142878,8.96701681832168,Ativo,F,122.16465029152619
WEG-AUT-1093,71.75954746072344,4.0100617436045285,Ativo,F,92.49441348555848
WEG-AUT-1094,71.08286439211234,8.464097604956073,Ativo,M,107.49602575550391
WEG-AUT-1095,59.83309304461276,6.346098312532498,Ativo,F,109.8016719039572
WEG-AUT-1096,78.30926290917805,4.941702332347621,Ativo,M,108.06044439224253
WEG-AUT-1097,77.94108035788884,4.337560923965414,Ativo,M,122.87834317532472
WEG-AUT-1098,75.25369129474585,5.935231452912153,Ativo,F,117.59160585747304
WEG-AUT-1099,72.73683509956096,,Ativo,F,111.67070846098446
WEG-AUT-1100,60.338607208470656,,Ocioso,F,126.41943939828953
WEG-AUT-1101,70.78322411096373,8.315616902346287,Ativo,M,145.84612076469375
WEG-AUT-1102,71.60149757646893,4.168354033927818,Manutenção,M,144.58884775112628
WEG-AUT-1103,66.776088673173,6.183075473015524,Manutenção,M,91.15842341906496
WEG-AUT-1104,73.5065000275069,4.446649177821634,Ativo,M,128.6560827575271
WEG-AUT-1105,79.44253399655265,6.709084635674955,Manutenção,F,117.32965064904242
WEG-AUT-1106,95.00495196271058,7.441642346136221,Ativo,M,122.32733014298034
WEG-AUT-1107,77.03306703473432,5.610933488846525,Ativo,F,114.02575449686177
WEG-AUT-1108,77.90427910258903,2.5541006007220126,Ativo,M,121.76382944830803
WEG-AUT-1109,74.41831788445525,6.478527405515092,Ocioso,M,122.27111094108028
WEG-AUT-1110,55.052902239360066,6.811433972426913,Ativo,M,111.31572363976615
WEG-AUT-1111,74.92160430778323,6.766012656946377,Ativo,M,106.55448678262229
WEG-AUT-1112,75.83241720438077,7.930095068551016,Ocioso,M,113.26956476070774
WEG-AUT-1113,101.06404218109552,4.700524848491332,Ativo,F,123.51388896685148
WEG-AUT-1114,73.18020986979822,7.1523025476306294,Ativo,M,128.98494512526395
WEG-AUT-1115,78.36624709450294,7.869510517469165,Manutenção,F,132.8002346601022
WEG-AUT-1116,74.83552641809494,3.7099773823908766,Manutenção,M,112.5871496539963
WEG-AUT-1117,62.928880604994916,6.647512556286569,Ocioso,F,124.25766850954105
WEG-AUT-1118,,5.49414823658926,Ocioso,M,134.43753887929947
WEG-AUT-1119,83.09529684321113,6.085868257657696,Ativo,F,137.48392342716193
WEG-AUT-1120,83.505835443952,6.686747076953671,Manutenção,M,119.11750718802716
WEG-AUT-1121,65.65143172465524,5.5178800102410275,Ativo,F,116.68602412590582
WEG-AUT-1122,89.92934026482905,5.254008689173744,Ativo,F,122.86686350754589
WEG-AUT-1123,60.48056384068106,6.247813384483234,Ativo,M,102.75438790653891
WEG-AUT-1124,81.36199948490284,4.6778556855920765,Ativo,M,117.09585733446738
WEG-AUT-1125,98.19978407100479,4.67984481956074,Ocioso,M,131.16879597709695
WEG-AUT-1126,,7.151122596139105,Ocioso,F,129.62920694165553
WEG-AUT-1127,69.2538738391709,4.591688350777882,Ativo,M,115.94598593454167
WEG-AUT-1128,76.24633933342024,7.132837501272896,Ativo,M,123.2657730163075
WEG-AUT-1129,69.91350563177991,,Ativo,M,107.63024489563969
WEG-AUT-1130,58.918033973805606,3.783870579693165,Manutenção,M,130.55238222337536
WEG-AUT-1131,75.91991123546329,5.251409486730083,Manutenção,F,118.83267845795291
WEG-AUT-1132,64.0458110058759,7.871753164266321,Ativo,M,115.86072822455793
WEG-AUT-1133,9999.0,4.826368256404446,Ativo,F,114.5741424585992
WEG-AUT-1134,65.54604554054507,5.549834032766857,Ativo,F,119.05659199650212
WEG-AUT-1135,91.47431125268417,6.846885250552655,Ativo,M,113.28183532602063
WEG-AUT-1136,66.97584043046952,7.296746712995634,Ocioso,F,129.87214554003845
WEG-AUT-1137,71.8183540798404,5.847845559537706,Ativo,M,114.07074677975729
WEG-AUT-1138,83.74193078238153,5.363485727431702,Ativo,F,143.8944614404107
WEG-AUT-1139,62.27592467744347,8.19131780637791,Ativo,M,141.97815755222072
WEG-AUT-1140,77.58832931334337,8.634459529316612,Ativo,F,106.62684765218243
WEG-AUT-1141,88.9249989199655,7.570401271094513,Ocioso,M,121.0455640414392
WEG-AUT-1142,58.321426037107116,6.319445399591034,Ativo,M,110.24015067995708
WEG-AUT-1143,77.1386555145892,5.068427989702704,Ativo,M,115.10028655217083
WEG-AUT-1144,77.92876933960845,5.037377830820809,Ativo,M,150.03641201467195
WEG-AUT-1145,83.40914015366177,6.931519747372061,Ativo,F,115.38642874326301
WEG-AUT-1146,62.21201753578014,6.785757509244157,Ativo,M,125.40339055616143
WEG-AUT-1147,61.3352055626151,8.162238030125001,Manutenção,F,128.11981941012417
WEG-AUT-1148,80.68038643897742,7.110630129550595,Ativo,M,104.9905594127514
WEG-AUT-1149,78.31833906894846,4.095687577536255,Ativo,F,107.17356788386192
WEG-AUT-1150,77.8301749286317,7.672726664812086,Ativo,M,101.90966442887822
WEG-AUT-1151,78.83770619971824,4.802715121759822,Ativo,M,106.71043899153335
WEG-AUT-1152,68.05974042342585,5.662440219266708,Ativo,M,77.24954836024227
WEG-AUT-1153,77.63866382019054,6.550280288752372,Ativo,F,128.16873601190443
WEG-AUT-1154,78.27726096963616,8.993934485697551,Manutenção,M,150.81290761884105
WEG-AUT-1155,67.69931011072315,10.553885978407505,Manutenção,F,122.2173110855479
WEG-AUT-1156,94.79063236701995,7.049412282790656,Ativo,F,98.75596710989089
WEG-AUT-1157,80.17524566957377,5.943524733791457,Ativo,M,110.35835425650077
WEG-AUT-1158,62.691313279372196,6.9483079078727705,Ativo,F,113.11684732462504
WEG-AUT-1159,82.09381289065522,7.44271759622337,Ativo,M,104.73622834179936
WEG-AUT-1160,64.96584246261313,5.751065324219931,Manutenção,M,132.90273957592734
WEG-AUT-1161,83.46438833929575,8.713295898277252,Ativo,F,132.15390066563
WEG-AUT-1162,87.36525357957774,6.522099062867963,Ativo,F,102.6682230927351
WEG-AUT-1163,66.58283565730704,6.896840324727952,Manutenção,F,130.87621566671262
WEG-AUT-1164,85.31544935706538,7.132293952876246,Manutenção,M,142.902189953659
WEG-AUT-1165,79.53419973283323,6.7902212548602385,Ativo,M,148.53837307844339
WEG-AUT-1166,83.83163167994215,7.374516700657457,Ativo,M,162.97818034628943
WEG-AUT-1167,95.11632631786645,5.335845538834308,Ativo,F,106.47011025835204
WEG-AUT-1168,72.62342478196986,5.4183775444755575,Ativo,M,162.36330639592805
WEG-AUT-1169,67.28577027424636,4.659784073839628,Ocioso,F,114.68690417236817
WEG-AUT-1170,65.86009848893201,6.815301722868317,Manutenção,M,111.11301816929229
WEG-AUT-1171,66.6339920078629,7.29051110491696,Manutenção,M,124.90608562316768
WEG-AUT-1172,74.3904320511519,6.84088201261264,Ativo,M,111.26907998860482
WEG-AUT-1173,78.78209573557476,8.544289406686552,Manutenção,M,125.9856621096979
WEG-AUT-1174,78.10525339296521,6.192165573639335,Ativo,M,100.19884218394047
WEG-AUT-1175,83.88542411487825,7.136238317829518,Ativo,F,116.41871096904849
WEG-AUT-1176,75.33651986471803,4.67161877340496,Ativo,F,139.28373351542518
WEG-AUT-1177,90.46210781015183,5.658060416535839,Ativo,M,119.14408062853266
WEG-AUT-1178,72.42110325100147,7.173752860592089,Manutenção,M,122.12393680109824
WEG-AUT-1179,103.761776249191,7.388742955040402,Ativo,M,127.12887907075967
WEG-AUT-1180,81.76950715153257,5.788446273270145,Ativo,F,137.5599244397649
WEG-AUT-1181,66.19984565762904,6.099761047398706,Ativo,M,95.1716293171585
WEG-AUT-1182,63.955628770358324,4.074976754646867,Ativo,F,128.7678607775615
WEG-AUT-1183,80.26596036005344,5.700159118870747,Ativo,M,115.97791291137355
WEG-AUT-1184,72.85364075407857,7.4465364289277005,Ativo,M,122.49956842967758
WEG-AUT-1185,82.69700518796697,7.005287022549193,Manutenção,F,135.89925254643563
WEG-AUT-1186,80.16899505802222,6.900932009933694,Ativo,M,102.08720022882234
WEG-AUT-1187,74.43529641710283,6.269683162053345,Ativo,M,104.81033337835366
WEG-AUT-1188,,6.209888422079447,Ativo,M,90.96855060429291
WEG-AUT-1189,59.294104140798424,5.275550404737174,Manutenção,M,111.76261587354335
WEG-AUT-1190,70.51159300329628,7.178359788283549,Ativo,M,139.95648516568224
WEG-AUT-1191,84.19218734039646,6.789362122145146,Ativo,F,118.19119217289796
WEG-AUT-1192,77.44798431336714,6.888826387189919,Ativo,F,99.89812656517822
WEG-AUT-1193,62.11974282352413,5.463551220265388,Ativo,M,112.71481883137429
WEG-AUT-1194,77.01839972143742,3.1853199121802582,Ativo,F,97.68207444764066
WEG-AUT-1195,79.2458324871528,7.736013796455174,Manutenção,M,103.12220847403258
WEG-AUT-1196,65.9194969198881,5.529627561588234,Ativo,M,125.8322836539557
WEG-AUT-1197,76.81411361242805,4.992113930339631,Ativo,M,102.39190010540958
WEG-AUT-1198,75.81119154368301,7.170870476679592,Manutenção,M,136.68951457804954
WEG-AUT-1199,63.198811872778464,5.6511823041132185,Ativo,M,118.93319563754496
WEG-AUT-1200,78.95676728365697,7.683910937665271,Ativo,F,121.28392055916788
WEG-AUT-1201,81.08823752686646,7.063808329407377,Ativo,M,115.82440548588158
WEG-AUT-1202,86.5720380533404,7.156997052480669,Ativo,M,131.59271757815586
WEG-AUT-1203,86.26492154636648,4.287662004319253,Ativo,M,131.74739831665516
WEG-AUT-1204,60.73447163645055,7.89672157954096,Ativo,F,125.02581527868257
WEG-AUT-1205,65.35283708089122,6.565750743727398,Manutenção,F,128.47183658861474
WEG-AUT-1206,80.60787030569094,5.683012005055316,Ocioso,M,116.81865495119362
WEG-AUT-1207,,6.400743854279152,Ativo,M,128.13304510363574
WEG-AUT-1208,80.6080007062135,3.713270673942352,Ativo,M,114.93183336789289
WEG-AUT-1209,,6.772113936072939,Ativo,M,120.03347433243603
WEG-AUT-1210,81.19435036227826,4.7588798885451,Manutenção,M,115.88034375950554
WEG-AUT-1211,87.12343922189629,4.306261599819052,Ativo,M,113.14172191021206
WEG-AUT-1212,85.21701851667862,4.068697139294953,Ativo,M,109.66332303417315
WEG-AUT-1213,82.03960813871089,7.757763724985896,Manutenção,M,127.01535155788328
WEG-AUT-1214,71.88967293127638,5.319031248830096,Manutenção,M,139.65908869220195
WEG-AUT-1215,83.16917681517931,8.3472187938831,Manutenção,F,137.56652957504338
WEG-AUT-1216,67.0853352473555,5.4498779517267835,Ativo,F,101.15151996081846
WEG-AUT-1217,72.71340462922991,,Manutenção,M,139.3380457711031
WEG-AUT-1218,70.10368274779442,4.636865784071878,Manutenção,M,115.22762247573107
WEG-AUT-1219,76.0596784635564,7.930136268009714,Ativo,M,129.01099522718388
WEG-AUT-1220,99.50391495007185,5.981742550888666,Ativo,M,106.40677001929183
WEG-AUT-1221,55.593715477786645,5.432397784913159,Ativo,F,122.12969870811008
WEG-AUT-1222,82.4057319989324,6.424025516193903,Ocioso,M,124.7058477434536
WEG-AUT-1223,58.26648335250866,6.902495830634563,Ativo,F,97.73092812120521
WEG-AUT-1224,70.24471540921095,7.764358342263446,Ativo,F,129.12400749516283
WEG-AUT-1225,86.63398126815734,8.227898921850096,Ativo,M,140.18902511757472
WEG-AUT-1226,75.87494020050237,5.69632389589528,Manutenção,M,117.38028081477557
WEG-AUT-1227,63.883679831742285,4.343533239485147,Ativo,M,140.4025219624202
WEG-AUT-1228,67.68931105277034,5.621148774427414,Ativo,M,117.15459759821388
WEG-AUT-1229,82.3357763638141,6.56439270921604,Ativo,M,132.74376796569925
WEG-AUT-1230,67.53115036697007,55.0,Ocioso,M,86.7214505107335
WEG-AUT-1231,77.47281519061075,4.859988719146941,Ativo,F,156.28166668970195
WEG-AUT-1232,75.67850431899005,6.68130303416984,Ativo,M,142.43187367864437
WEG-AUT-1233,68.35819635013893,6.131886707801368,Manutenção,M,115.73061743619482
WEG-AUT-1234,97.71141293791592,,Ativo,F,90.41866460034274
WEG-AUT-1235,81.85614973433913,5.138106531419903,Ocioso,F,124.32042552458233
WEG-AUT-1236,53.93600284009513,5.877439000111926,Ativo,M,98.34111679389365
WEG-AUT-1237,77.157770305079,4.906073598024374,Ativo,F,126.67280306336232
WEG-AUT-1238,68.25124211993193,7.446277775574702,Ativo,M,126.17348578746423
WEG-AUT-1239,84.15055001536035,7.649349068613254,Ativo,M,105.87895246496963
WEG-AUT-1240,66.87853224645664,3.615336992866669,Ativo,M,136.81450535421567
WEG-AUT-1241,73.99526736459757,4.8986847957306265,Ativo,M,132.0836205420926
WEG-AUT-1242,80.5023664292948,4.10485904287389,Manutenção,F,134.63735005932844
WEG-AUT-1243,84.29042953878628,5.289966491830342,Ativo,F,120.13286555503343
WEG-AUT-1244,62.59688772591436,6.083186842293495,Ativo,F,98.7671389962944
WEG-AUT-1245,71.68773702367004,4.170496692422058,Ativo,M,134.66808408316706
WEG-AUT-1246,70.21307423280996,,Ocioso,M,115.94442901296313
WEG-AUT-1247,9999.0,4.794459679085902,Ativo,M,99.15329785210997
WEG-AUT-1248,93.73726952295152,6.490174261158522,Ativo,M,140.2805904896149
WEG-AUT-1249,79.45230796509003,6.297082071850751,Ativo,F,151.49111280753763
WEG-AUT-1250,61.960718479482026,5.189567425327846,Ativo,F,119.38127806531196
WEG-AUT-1251,84.83755044407515,6.447549220995158,Ativo,M,152.38681731904938
WEG-AUT-1252,97.48264006863265,5.4346478815778285,Ocioso,M,121.36972092917024
WEG-AUT-1253,86.04088523578704,5.819682845543525,Ativo,M,114.29316143750474
WEG-AUT-1254,59.24661535748286,8.542832926417951,Manutenção,M,110.54312318721784
WEG-AUT-1255,70.11554223490437,8.076645472506486,Ativo,M,144.55623611989114
WEG-AUT-1256,88.50256706645953,4.380586268301363,Ativo,M,108.29784177918343
WEG-AUT-1257,67.7694706110028,7.361625385030845,Ocioso,M,131.02903964962482
WEG-AUT-1258,79.8601039955354,7.335955176288229,Ativo,M,111.61254247411188
WEG-AUT-1259,83.33365756100804,4.592431395746335,Ocioso,M,113.09539856138456
WEG-AUT-1260,65.46723004843014,7.346288701256805,Ativo,M,135.4537454095435
WEG-AUT-1261,74.5749837613511,8.353104685777573,Ocioso,F,114.2994473056597
WEG-AUT-1262,41.16669292927474,4.628437271257821,Ativo,M,113.9280693086956
WEG-AUT-1263,64.44392976598996,4.915496050580031,Ativo,F,136.9920704576221
WEG-AUT-1264,72.54803441037183,7.624726053580904,Ativo,M,143.96095939832435
WEG-AUT-1265,62.098276589369085,6.5800934351559075,Ativo,M,129.6703470492635
WEG-AUT-1266,92.34031869128218,6.972066785335333,Ativo,M,110.17845336564076
WEG-AUT-1267,60.18351553141336,6.676824902960695,Ativo,M,112.34087251053631
WEG-AUT-1268,70.57953288968167,6.746974289299402,Ativo,F,121.19872895610057
WEG-AUT-1269,,4.342939020364485,Ativo,M,124.81395092888486
WEG-AUT-1270,90.33336953519421,7.666244789270028,Manutenção,F,105.18201134790343
WEG-AUT-1271,60.12344741261589,7.8374259893988825,Ativo,F,130.84556909369795
WEG-AUT-1272,87.41321939762707,5.878852958304761,Ativo,M,121.28269994459399
WEG-AUT-1273,75.30744714070566,6.139132270260593,Ativo,M,94.26437522042806
WEG-AUT-1274,64.89415916399652,4.0564494964219895,Ativo,F,106.06610276308905
WEG-AUT-1275,80.05208647976434,6.919956658424969,Ativo,M,112.43806989522504
WEG-AUT-1276,77.29012680352143,7.0008804183998015,Ativo,F,118.90713466738417
WEG-AUT-1277,68.89772278983266,6.112932576200965,Ocioso,M,148.33918193255994
WEG-AUT-1278,75.9329218923952,7.774094703818704,Manutenção,M,123.57256959209442
WEG-AUT-1279,71.15420723295152,5.732291876628084,Ativo,M,107.38842165152062
WEG-AUT-1280,76.39193212513811,6.99044829625104,Ativo,M,123.30946206460744
WEG-AUT-1281,82.15237208247099,4.772469925831039,Ativo,F,114.71868378819178
WEG-AUT-1282,91.8531765695262,6.167026988776067,Ativo,M,124.87137359300313
WEG-AUT-1283,62.20293726231809,5.95590403893603,Ativo,F,128.70851530553423
WEG-AUT-1284,97.59685043389081,6.5154310908573185,Ativo,M,138.13845970835908
WEG-AUT-1285,54.70307810501373,5.682662299633298,Ativo,M,119.63570256494961
WEG-AUT-1286,73.60625650212637,6.0159383660596655,Ativo,M,144.5844079139975
WEG-AUT-1287,81.37733066808806,7.356466040018109,Ativo,M,133.62033993804286
WEG-AUT-1288,78.15041461121784,5.588530067866496,Manutenção,M,109.38840682781718
WEG-AUT-1289,68.66165504188376,3.9507920589658494,Ativo,M,153.14783498622697
WEG-AUT-1290,73.01471637124861,8.64941746588759,Manutenção,F,124.90491769905147
WEG-AUT-1291,70.02349018608226,8.134035710166682,Ocioso,M,107.47313244041648
WEG-AUT-1292,69.01167005208578,4.390832226852134,Ativo,M,144.79369576845633
WEG-AUT-1293,84.12082201872076,7.165590927343272,Ativo,F,151.16666377797668
WEG-AUT-1294,78.948662602633,5.49583532122812,Ativo,F,119.50462104420659
WEG-AUT-1295,67.92444924976313,6.568882101463483,Ocioso,M,112.44524609436606
WEG-AUT-1296,84.64579869204914,6.611913780618892,Ocioso,M,117.41437563819507
WEG-AUT-1297,78.4266449692044,5.871829079557149,Ativo,F,130.72097591276548
WEG-AUT-1298,83.73505224780908,5.1027280681790455,Ativo,M,139.16784982545772
WEG-AUT-1299,81.81110284019793,5.233242526757238,Manutenção,M,128.5573099629536
WEG-AUT-1300,66.49555238531825,4.91733131832626,Ativo,M,121.52584812707654
WEG-AUT-1301,69.31809907793182,5.0354489084773775,Manutenção,F,142.47017655456642
WEG-AUT-1302,83.04658285379425,6.105950393930903,Ocioso,M,115.30745290422716
WEG-AUT-1303,81.60888778705139,5.197936015244948,Ativo,F,135.4637900755036
WEG-AUT-1304,74.98053326337644,7.154872891997668,Ativo,M,115.67905802473082
WEG-AUT-1305,76.43193752474221,8.282144617470298,Ativo,F,126.4653443701634
WEG-AUT-1306,88.61548140577847,5.38792546208194,Ativo,M,118.29656152814323
WEG-AUT-1307,68.98850041722379,6.535166300749528,Ativo,M,119.16221726020784
WEG-AUT-1308,80.9445225022854,6.899559154424107,Manutenção,F,114.33920223806685
WEG-AUT-1309,73.07697714944412,6.860803179286984,Ocioso,M,140.1728104677104
WEG-AUT-1310,72.91434736611419,6.3063373750825225,Ocioso,M,109.00610942837197
WEG-AUT-1311,86.7371569458655,7.239755385703612,Ativo,M,108.89651621176938
WEG-AUT-1312,83.86687166437432,6.87514853375292,Manutenção,M,151.81490348767664
WEG-AUT-1313,83.74185117800671,4.467272608741784,Manutenção,M,134.66771346981497
WEG-AUT-1314,88.90752747512046,7.4168184901449825,Ativo,F,84.22329451960445
WEG-AUT-1315,75.42054033714398,7.442207172173439,Ativo,M,111.52111891184394
WEG-AUT-1316,82.36050619859712,5.131399454149986,Ativo,M,92.82015993656918
WEG-AUT-1317,71.94219905576871,6.253112969626643,Ocioso,M,105.73963959877118
WEG-AUT-1318,78.60374670112864,7.156660589935497,Ativo,F,72.9222800064894
WEG-AUT-1319,73.83349792913931,5.906960652588894,Manutenção,F,117.94515633459086
WEG-AUT-1320,76.21845763242355,7.702169266872417,Ativo,M,102.87087271258032
WEG-AUT-1321,,9.509421492467105,Manutenção,M,120.89857885194658
WEG-AUT-1322,,5.099619554311025,Ativo,F,95.62318111676213
WEG-AUT-1323,97.17006639469733,4.266537555584716,Ativo,M,121.2436777975806
WEG-AUT-1324,64.63681749425314,6.625346033846826,Ativo,F,113.77625582819509
WEG-AUT-1325,62.451019565728814,7.210187507176601,Ativo,F,142.52929447782893
WEG-AUT-1326,87.36016417175071,5.876787076617323,Manutenção,F,141.17035292618436
WEG-AUT-1327,83.51245828661084,8.234564928649448,Ativo,M,131.78018404515424
WEG-AUT-1328,81.75325807904763,4.325951880387452,Ativo,F,115.10079329008181
WEG-AUT-1329,81.79762784727494,7.170086072244255,Ativo,F,149.7807059289044
